Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,305,305.000,884,1425,2402,3259,4152,5844,8880,12459,29534
1,296,296.000,508,1405,2551,3356,4383,6777,9034,14386,16679
2,409,409.000,387,938,1808,2429,3034,4295,6705,12399,21340
3,469,469.000,359,857,1698,2123,2726,3971,6021,7529,11977
4,409,409.000,382,864,1779,2432,3046,5481,6587,12844,14766
5,404,404.000,396,850,1811,2465,3026,5641,6364,12854,15223
6,497,497.000,356,775,1654,1999,2658,3413,5687,7570,14837
7,432,432.000,333,856,1665,2308,3023,5018,6192,10189,18994
8,524,524.000,345,755,1483,1895,2616,3446,5780,6470,13724
9,508,508.000,337,766,1576,1967,2630,3520,5679,7098,12604
10,510,510.000,361,784,1575,1939,2641,3449,5745,6868,13274
11,428,428.000,342,802,1534,2326,3118,5325,6204,10416,13227
12,457,457.000,374,779,1602,2184,2776,4988,6029,11823,14844
13,347,347.000,358,1309,1715,2861,4293,5813,6682,12767,14820
14,510,510.000,328,724,1390,1956,2648,3666,5712,7384,15730
15,475,475.000,274,766,1719,2090,2747,4286,5872,8221,12077
16,497,497.000,300,762,1717,1996,2796,3722,5496,6432,8078
17,476,476.000,304,792,1678,2088,2829,3885,5807,7602,15785
18,481,481.000,297,757,1683,2073,2770,3947,5738,8680,13685
19,556,556.000,289,722,1530,1793,2566,3169,5412,6132,6651
20,497,497.000,317,723,1681,2000,2576,3522,5840,8092,14082
21,576,576.000,314,699,1132,1732,2508,3145,4548,5995,13889
22,491,491.000,319,722,1545,2030,2528,4015,6016,8736,13854
23,483,483.000,287,729,1583,2067,2734,4203,5761,12184,13164
24,357,357.000,295,1180,1957,2791,4026,5802,6631,12335,14737
25,433,433.000,326,806,1695,2295,2845,5022,6106,10709,13552
26,567,567.000,327,715,1426,1762,2507,3119,3948,6244,11382
27,482,482.000,296,847,1451,2062,2981,3923,5108,8939,12961
28,578,578.000,288,713,1151,1723,2513,3168,5502,6135,6414
29,544,544.000,278,724,1348,1827,2627,3256,5637,6394,8928
30,517,517.000,293,723,1614,1929,2575,3310,5652,8909,18790
31,575,575.000,309,746,1179,1730,2554,3124,3653,6182,11543
32,541,541.000,302,725,1567,1844,2545,3218,4816,6916,13105
33,551,551.000,261,713,1477,1806,2569,3252,5335,6408,13599
34,466,466.000,334,845,1725,2152,2974,4109,5816,8277,10421
35,377,377.000,321,797,1793,2631,2812,3815,6310,35645,54525
36,399,399.000,315,826,1641,2491,3107,5604,7241,16880,25050
37,399,399.000,299,736,1694,2500,3023,5838,7109,14429,22103
38,566,566.000,271,693,1424,1758,2516,3191,5472,6160,8505
39,506,506.000,306,720,1602,1978,2655,3973,5551,6634,12617
40,576,576.000,293,692,1528,1723,2462,3088,3834,5989,7146
41,547,547.000,291,702,1411,1819,2465,3295,5656,6746,13191
42,563,563.000,299,700,1496,1771,2551,3151,5170,6151,12167
43,378,378.000,318,909,1854,2638,3201,5965,7524,12700,23859
44,420,420.000,330,804,1642,2380,3064,5223,6324,14274,18510
45,355,355.000,327,811,2040,2800,3455,6099,7215,15929,23168
46,172,172.000,757,1972,4167,5821,8129,11805,13820,26809,33751
47,277,277.000,383,1205,2709,3577,4759,7803,10606,16246,24668
48,344,344.000,373,975,1941,2907,4004,6859,8234,11317,15181
49,445,445.000,320,851,1592,2236,3165,4415,6241,9234,11481
50,326,326.000,354,902,2190,3054,3721,6910,9311,13865,19524
51,271,271.000,351,1004,2347,3677,4110,8834,11620,23524,28750
52,380,380.000,335,840,1711,2625,3383,5711,7656,10822,19929
53,328,328.000,363,1110,2290,3052,3786,6234,8928,11326,21710
54,240,240.000,499,1468,2761,4122,5746,8618,10966,17818,21296
55,308,308.000,319,928,2567,3240,4293,7732,9483,12573,17397
56,401,401.000,353,916,1841,2480,3411,4808,7098,9572,13372
57,451,451.000,321,783,1704,2214,3000,4402,6078,9665,13989
58,373,373.000,305,854,1856,2710,3537,6085,7118,14662,25630
59,185,185.000,380,1726,3296,5287,7796,12225,15533,25022,28873
